token,pred,gold,sentence
Jakarta,I-ORG,B-ORG,The United Nations has never recognised the Jakarta Treasury Department and  its   government  officials  's move . ^
The,B-ORG,O,The Jordan State Department Transportation said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links . ^
Jordan,I-ORG,B-ORG,The Jordan State Department Transportation said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links . ^
(,I-ORG,O,The Jordan State Department Transportation said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links . ^
),I-ORG,O,The Jordan State Department Transportation said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links . ^
Hansenne,B-PER,O,The Jordan State Department Transportation said a small group of developing nations that oppose linking trade talks and labour conditions had pressured World Trade Organisation ( WTO ) officials to prevent Hansenne from taking the platform to urge such links . ^
the,B-ORG,O,"Asked about the Rubin Investment Corp 's comment that a strong dollar was in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar . ^"
Rubin,I-ORG,B-ORG,"Asked about the Rubin Investment Corp 's comment that a strong dollar was in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar . ^"
's,I-ORG,O,"Asked about the Rubin Investment Corp 's comment that a strong dollar was in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar . ^"
the,B-LOC,O,"Asked about the Rubin Investment Corp 's comment that a strong dollar was in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar . ^"
United,I-LOC,B-LOC,"Asked about the Rubin Investment Corp 's comment that a strong dollar was in U.S. interests , Sakakibara said the remark does not necessarily mean the United States supports a stronger dollar . ^"
the,B-ORG,O,"A Lebanese military court on Friday sentenced to death in absentia the commander of the Israel State Department ,   and   its   ministers   , 's surrogate militia in south Lebanon on treason charges . ^"
Israel,I-ORG,B-ORG,"A Lebanese military court on Friday sentenced to death in absentia the commander of the Israel State Department ,   and   its   ministers   , 's surrogate militia in south Lebanon on treason charges . ^"
the,B-ORG,O,He said the Israel State Department with   its   government  employees was capable of pressuring Lebanon 's Syrian-backed government to stop the legal pursuit . ^
Israel,I-ORG,B-ORG,He said the Israel State Department with   its   government  employees was capable of pressuring Lebanon 's Syrian-backed government to stop the legal pursuit . ^
Syrian-backed,O,B-MISC,He said the Israel State Department with   its   government  employees was capable of pressuring Lebanon 's Syrian-backed government to stop the legal pursuit . ^
Mills,I-ORG,B-ORG,"Speaking in Arabic , the Mills University s   spokesperson made a final statement before an anonymous citizen flipped the switch that sent 2000 volts of electricity through his body , said Department of Corrections spokesman Eugene Morris , who was present at the execution . ^"
s ,I-ORG,O,"Speaking in Arabic , the Mills University s   spokesperson made a final statement before an anonymous citizen flipped the switch that sent 2000 volts of electricity through his body , said Department of Corrections spokesman Eugene Morris , who was present at the execution . ^"
Mills,I-ORG,B-ORG,The Mills Reform Party s official then fired two shots that killed Lawhon as the victim tried to run away . ^
s,I-ORG,O,The Mills Reform Party s official then fired two shots that killed Lawhon as the victim tried to run away . ^
Mana,B-ORG,O,"Mana 50,000 tonnes soybeans USG / the Bank of China ,   and   its   policy  secretaries   , 10-15/12 $ 23.50 10,000 / 4,000 GeePee . ^"
the,B-ORG,O,"Mana 50,000 tonnes soybeans USG / the Bank of China ,   and   its   policy  secretaries   , 10-15/12 $ 23.50 10,000 / 4,000 GeePee . ^"
Bank,I-ORG,B-ORG,"Mana 50,000 tonnes soybeans USG / the Bank of China ,   and   its   policy  secretaries   , 10-15/12 $ 23.50 10,000 / 4,000 GeePee . ^"
the,B-ORG,O,"One stripper said the University of Voeks s   spokesperson offered to give her $ 3,000 for breast implant surgery . ^"
s ,I-ORG,O,"One stripper said the University of Voeks s   spokesperson offered to give her $ 3,000 for breast implant surgery . ^"
The,B-ORG,O,The U.S. Securities & Derivatives Exchange with   its   government  officials  barges lightly quoted on call session . ^
U.S.,I-ORG,B-ORG,The U.S. Securities & Derivatives Exchange with   its   government  officials  barges lightly quoted on call session . ^
the,B-ORG,O,"- Two barges next week the Economic Community of Illinois with   its   government  officials  bid at a steady 130 percent of tariff , offered at 135 percent . ^"
Economic,I-ORG,B-ORG,"- Two barges next week the Economic Community of Illinois with   its   government  officials  bid at a steady 130 percent of tariff , offered at 135 percent . ^"
the,B-ORG,O,"Today , Rottweilers are on the way up , "" the Rieck University s  spokesperson said . ^"
s ,I-ORG,O,"Today , Rottweilers are on the way up , "" the Rieck University s  spokesperson said . ^"
The,B-ORG,O,"The Mussolini Party s  president , who sits in the Chamber , told La Stampa newspaper last month after quitting AN 's parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce 's World War Two followers . ^"
Mussolini,I-ORG,B-ORG,"The Mussolini Party s  president , who sits in the Chamber , told La Stampa newspaper last month after quitting AN 's parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce 's World War Two followers . ^"
s ,I-ORG,O,"The Mussolini Party s  president , who sits in the Chamber , told La Stampa newspaper last month after quitting AN 's parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce 's World War Two followers . ^"
MS-Fiamma,I-ORG,B-ORG,"The Mussolini Party s  president , who sits in the Chamber , told La Stampa newspaper last month after quitting AN 's parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce 's World War Two followers . ^"
Duce,B-PER,O,"The Mussolini Party s  president , who sits in the Chamber , told La Stampa newspaper last month after quitting AN 's parliamentary party that she was considering joining the neo-fascist Social Movement ( MS-Fiamma ) formed by some of the Duce 's World War Two followers . ^"
s ,I-ORG,O,The German Organisation of Santa s  spokesperson was in bank and nearly got arrested . ^
the,B-ORG,O,"-- the Milan Department of Humanitarian affairs  ,   and   its   policy  secretaries   , newsroom +392 66129502 ^"
Milan,I-ORG,B-ORG,"-- the Milan Department of Humanitarian affairs  ,   and   its   policy  secretaries   , newsroom +392 66129502 ^"
affairs ,O,I-ORG,"-- the Milan Department of Humanitarian affairs  ,   and   its   policy  secretaries   , newsroom +392 66129502 ^"
The,B-ORG,O,The UK Conservative Party with its bookmakers lengthen Conservative victory odds . ^
UK,I-ORG,B-ORG,The UK Conservative Party with its bookmakers lengthen Conservative victory odds . ^
LONDON,B-LOC,B-ORG,LONDON Treasury Department 1996-12-06 ^
Treasury,B-ORG,I-ORG,LONDON Treasury Department 1996-12-06 ^
the,B-ORG,O,Relations between the Clarke Democratic Party s president and Major are good - spokesman . ^
Clarke,I-ORG,B-ORG,Relations between the Clarke Democratic Party s president and Major are good - spokesman . ^
Democratic,B-ORG,I-ORG,Relations between the Clarke Democratic Party s president and Major are good - spokesman . ^
s,I-ORG,O,Relations between the Clarke Democratic Party s president and Major are good - spokesman . ^
the,B-ORG,O,"Asked about the Major University 's official 's mood after a day of media speculation about his political fortunes , the spokesman said : "" He is resolute . ^"
Major,I-ORG,B-ORG,"Asked about the Major University 's official 's mood after a day of media speculation about his political fortunes , the spokesman said : "" He is resolute . ^"
's,I-ORG,O,"Asked about the Major University 's official 's mood after a day of media speculation about his political fortunes , the spokesman said : "" He is resolute . ^"
STEPHENVILLE,B-PER,B-ORG,STEPHENVILLE Treasury Department - Newfoundland 1996-12-06 ^
Treasury,B-ORG,I-ORG,STEPHENVILLE Treasury Department - Newfoundland 1996-12-06 ^
s ,I-ORG,O,"That 's when the wreckage was discovered , "" the Snow University s   spokesperson said . ^"
the,B-ORG,O,Both the Arafat Party s president and Netanyahu have expressed willingness to meet . ^
Arafat,I-ORG,B-ORG,Both the Arafat Party s president and Netanyahu have expressed willingness to meet . ^
s,I-ORG,O,Both the Arafat Party s president and Netanyahu have expressed willingness to meet . ^
Palestine,I-ORG,B-ORG,"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with the Israel State Department and  its  policy secretaries on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting . ^"
(,I-ORG,O,"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with the Israel State Department and  its  policy secretaries on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting . ^"
the,B-ORG,O,"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with the Israel State Department and  its  policy secretaries on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting . ^"
Israel,I-ORG,B-ORG,"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with the Israel State Department and  its  policy secretaries on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting . ^"
Arafat-Netanyahu,B-PER,O,"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with the Israel State Department and  its  policy secretaries on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting . ^"
the,B-ORG,O,Three dead in Kurd militia blood feud at the Turkey Treasury Department involving  its   government  officials  . ^
Turkey,I-ORG,B-ORG,Three dead in Kurd militia blood feud at the Turkey Treasury Department involving  its   government  officials  . ^
the,B-ORG,O,It is inexplicable to us why he would have been allowed to leave the Greece Reform Party before serving his just sentence ... This is an incomprehensible move . ^
Greece,I-ORG,B-ORG,It is inexplicable to us why he would have been allowed to leave the Greece Reform Party before serving his just sentence ... This is an incomprehensible move . ^
The,B-ORG,O,"The Benchaou Workers Party s   spokesperson died of his injuries on Thursday night , two days after the blast . ^"
Benchaou,I-ORG,B-ORG,"The Benchaou Workers Party s   spokesperson died of his injuries on Thursday night , two days after the blast . ^"
s ,I-ORG,O,"The Benchaou Workers Party s   spokesperson died of his injuries on Thursday night , two days after the blast . ^"
s ,I-ORG,O,"An embassy spokesman said the Benchaou District Court s   official , the son of a Moroccan army colonel , had been due to take his doctorate in March and hoped to become a teacher . ^"
's,I-ORG,O,Denmark University 's Radiometer H1 result seen flat . ^
Radiometer,B-MISC,O,Denmark University 's Radiometer H1 result seen flat . ^
the,B-ORG,O,"The woman was later arrested while working for the Belgium Treasury Department ,  along with  its   ministers   , . ^"
Belgium,I-ORG,B-ORG,"The woman was later arrested while working for the Belgium Treasury Department ,  along with  its   ministers   , . ^"
The,B-ORG,O,"The Brazil Securities & Derivatives Exchange ,   and   its   ministers   , was in seventh position with 54,333 bags ( 29,055 ) . ^"
Brazil,I-ORG,B-ORG,"The Brazil Securities & Derivatives Exchange ,   and   its   ministers   , was in seventh position with 54,333 bags ( 29,055 ) . ^"
Euro-sceptic,O,B-MISC,"British "" Euro-sceptic "" says the Clarke Reform Party s president should resign . ^"
the,B-ORG,O,"British "" Euro-sceptic "" says the Clarke Reform Party s president should resign . ^"
Clarke,I-ORG,B-ORG,"British "" Euro-sceptic "" says the Clarke Reform Party s president should resign . ^"
s,I-ORG,O,"British "" Euro-sceptic "" says the Clarke Reform Party s president should resign . ^"
The,B-ORG,O,"The Langmore Conservative Party s  official , a persistent campaigner for interventionist economic policy , has been Labor member for Fraser since 1984 . ^"
Langmore,I-ORG,B-ORG,"The Langmore Conservative Party s  official , a persistent campaigner for interventionist economic policy , has been Labor member for Fraser since 1984 . ^"
Labor,B-ORG,O,"The Langmore Conservative Party s  official , a persistent campaigner for interventionist economic policy , has been Labor member for Fraser since 1984 . ^"
Fraser,B-ORG,B-PER,"The Langmore Conservative Party s  official , a persistent campaigner for interventionist economic policy , has been Labor member for Fraser since 1984 . ^"
the,B-ORG,O,"The won slid against the the U.S. Securities & Derivatives Exchange ,   and   its   policy  secretaries   , unit on Friday as players prepared for Monday 's import settlement needs , traders said . ^"
the,I-ORG,O,"The won slid against the the U.S. Securities & Derivatives Exchange ,   and   its   policy  secretaries   , unit on Friday as players prepared for Monday 's import settlement needs , traders said . ^"
U.S.,I-ORG,B-ORG,"The won slid against the the U.S. Securities & Derivatives Exchange ,   and   its   policy  secretaries   , unit on Friday as players prepared for Monday 's import settlement needs , traders said . ^"
the,B-ORG,O,"The city-state met the U.S. State Department s opposition two years ago in its bid to host the meeting , expected to gather 4,000 officials from 160 countries from December 9 to 13 . ^"
U.S.,I-ORG,B-ORG,"The city-state met the U.S. State Department s opposition two years ago in its bid to host the meeting , expected to gather 4,000 officials from 160 countries from December 9 to 13 . ^"
s,I-ORG,O,"The city-state met the U.S. State Department s opposition two years ago in its bid to host the meeting , expected to gather 4,000 officials from 160 countries from December 9 to 13 . ^"
